text,label
"no cap, אולי פשוט לא כדאי שאני אהיה פה יותר... לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי חההה 😏",1
"עשו לי בלוק בכל הקבוצות בלי הסבר, period 👍!!",1
"טוב נו כל פעם שהטלפון מצלצל אני נכנס ללחץ, omg",1
כל בוקר אני קם ולא מבין בשביל מה... הבכי בא לי משום מקום כל הזמן חחח..,1
בטח שהמנהל שם יזכור מה שהוא הבטיח בנאדם!!,0
יש לי כאלה הרבה מכרים אבל אף חבר אמיתי אחד... מרגיש שאני היחיד שאין לו עם מי לדבר אמאלה ❤️??,1
לא בטוח שאני רוצה להיות פה מחר 😏!,1
כל דבר קטן מרגיש כמו הר גבוה בלתי אפשרי hahaha!!,1
אני מת על הריח של קפה בבוקר??,0
"bro, תגידו לכולם שאני אוהב אותם, ליתר ביטחון 😅?!",1
כל בוקר אני קם ולא מבין בשבילל מה!!,1
"כתבתי לכולם שאני אוהב אותם היום בלי סיבה מיוחדת וא, like?!",1
היא מתה על החתול החדש שלה וא חההה 😏 🤣.,0
אין טעם בכלום כבר תקופה ארוכה וא 😎!!,1
גבר מתתי על הצילומים מהטיול 🔥,0
"כל פעםם שהטלפון מצלצל אני נכנס ללחץ, פשוט תחושה שכל רגע יכול לקרות משההו נורא, kinda..",1
בטח שהפעם המבצע באממת משתלם.,0
אף אדח לא שם לב שאני נעלם מהקבוצה... מרגיש בלתי נראה בעיני כולם...,1
"המחשבות הרעות פשוט לא נותנות לי מנוחה, high key חחחח!!",1
רק רציתי להגיד תודה למי שהיה שם בשבילי LOL 😂,1
אם משהו יקרה לי אל תאשימו אף אחד. לא בטוח שאני רוצה להיות פה מחר!,1
"bro, לא צרך לדאוג לי, פשוט תמשיכו הלאה בעלדיי 🙄??",1
וואלה אני מרגיש חנוק כל פעם שיש עומס בלוח הזמנים 🥱?!,1
"אמאלה לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעגיי רוף",1
אני גמור מהבחינה הזו מחר אחותי 😏 🙄...,0
אין לי אנרגיה אפילו לדברים שהכי אהבתי!!,1
"עוד שנה עוברת ושום דבר לא באמת משתנה, period!",0
"random af, גמור לגמרי אחרי המשמרת הזאת, אבל שווה??",0
"אני מת על הפרק האחרון, כתבו את זה מושלם.",0
"תשכחו ממני, זה ויתר קל כחה 🔥...",1
לא מזמינים אותי יותר לשום דבר... מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי 👌,1
כפרה עליך אני שולח הודעות ואף אחד לא עונה יותר חחחח.,1
"כבר שעה אני בודק שוב ושוב שנעלתי את הדלת, ngl 😎 🔥..",1
"כבר לא כותב תוכניות קדימה כי אין לי למה, ngl ❤️",1
יא חיים כתבו סטורי שממש מכוון אליי ולא הזכירו אותי בשם haha 👌 🥱!,1
אני ישן כל היום ועדיין מרגיש עייף 🔥...,1
"no cap, מרגיש שאני נעלם ואף אחד בכלל לא ישים לב 😅.",1
אני חושנ יותר ויותר על זה שלא להיות פה 🙄,1
"יש לי פחד שמשהו רע יקרה למישהו שאני אוהב, so done",1
כולם מתעלמים ממני ביבת ספר כאיילו אני לא קיים??,1
לפני שאני נרדם אני חושב על כל מה שיכול להשתבש ❤️ 🤣??,1
"העולםם ממש הולך להשתפר, בטח חחח 🙌",0
יש לי הרגשה שזו הפעם האחררונה שאני כותב לכם כככה 😴,1
מרגיש שאני שוקע יותר ויותר ולא רואה יציאה חחחח??,1
"יש לי הרגשה שו הפעם האחרונה שאני כותב לכם ככה, same בנאדם חחח 🙄 😎..",1
מישהו מכיר מסעדה טובה בסביבה 😎 🤣,0
רצחתי אותו במשחק הלילה... מתה על השיר הזה כגע 🥳.,0
יא חיים מתים על המסעדה החדשה שנפתחה ליד הבית חחח!!,0
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל רוף 😎??",0
לפני שאני נכנס לחדר עם אנאים אני כבר בהתקף רוף 😎,1
"מספיק, אני לא רוצה להילחם בזה יותר 🥳?!",1
אולי כדאי שפשוט אני אעלם בשקט 🤣?!,1
לא רוצה להיות נטל על אף אחד יותר לול,1
"vibes, לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי. לא בטוח שאני אהיה כאן בעוד חודש..",1
"גבר הפסקתי לענות להודעות כי פשוט אין לי כוח, idk",1
בנאדם אני בודק את הטלפון כל שתי דקות בלי סיבה 👍 😎,1
הוא הרג אותי בבדיחה הזאת 😏...,0
"idk, אולי פשוט לא כדאי שאני אהיה פה יותר יא חיים חחח!",1
לפני המבחן מחר אני כבר בפאניקה מלאה 🙄?!,1
"i mean, מרגיש שאני נעלם ואף אחד בכלל לא ישים לב",1
לא ישנתי כל הלילה מרוב מחשבות טורדניות...,1
"אני מסיים דבקים שהתחלתי, בשביל שקט נפשי 👍",1
קיבתלי היום חבילה שהזמנתי משבוע שעבר 😂,0
אין לי כוח יותר בכלל!!,1
יש לי פחד מוזר שמשהו רע עומד לקרות 🤣??,1
בואו נתכנן ארוחת ערב משותפת בשבוע הבא גבר חח??,0
אני מזיע וידיים רועדות בלי שום סיבה חבר רוף ✨,1
בטח שיש להם באמת כוונה לתקן את זה 🤣,0
"הלב שלי דופק חזק ואני לא מבין למה, fr 👍!!",1
עוד שנה עוברת ושום דבר לא באמת משתנה אחותי 🙌,0
"כל החברין שלי הפסיקו לדבר איתי פתאום, vibes haha!",1
מה למדת היום באוניברסיטה.,0
בנשדם מתה על השיר הזה כרגע,0
מרגיש שהחברים שלי שכחו שאני קיים... אני מבלה כל ערב מול המסך כי אין לי עם מי לצאת 🔥,1
"גמור לגמרי אחרי המשמרת הזאת, אבל שווה 😏?!",0
"מספיק, אני לא רוצה להילחם בזה יותר?!",1
בואו נתארגן על טיול קטן בחודש הבא חחח 😏 ✨!,0
מרגיש בלתי נראה בעיני כולם LOL 🔥?!,1
לא רוצה להיות נטל על אף אחד יותר. מרגיש שאני נפרד מכולם בלי שהם שמים לב,1
"יש לי מחשבה שחוזרת כל לילה, לא בא לי לספר עליה רוף??",1
היא מתה על החתול החדש שלה גבר??,0
וואלה עוד מומחה שמסביר לי איך לחיות את החיים שלי,0
"tbh, מתתי על הצילומטם מהטיול 😅!!",0
לא באמת אכפת לי ממה שיקרה מחר טוב נו.,1
מישהו הפיץ עליי שמועה והכיתה כולה הפסיקה לדבר איתי 🙄 😏,1
"כמה מפתיע, שוב הרכבת מאחרת hahaha",0
"אני שולח הודעות ואף אחד לא עונה יותר... מרגיש שאף אחד לא באמת מכיר אותי, no cap 😅!",1
עשו לי אנפולואו קבוצתי אחרי המריבה ההיא ומ 👌!!,1
"מרגיש שאני שוקע יותר ויותר ולא רואה יציאה, מרגיש שאני צופה בחיים שלי מבחוץ בלי להיות באמת נוכח haha 😴?!",1
"מרגיש שאני שוקע יותר ויותר ולא רואה יציאה, vibes לול 😅 👍",1
יא חיים מת על הזמר הזה מהאלבום החדש ❤️ 🥳?!,0
הבטן שלי מתהפכת כל פעם שיש לי משהו חדש לעשות 👍!,1
"בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום, same 🥱 😅",1
אני גמורר מצחוק מהתגובות בפוסט,0
"לא ישנתי כמו שצריך שבועות, פשוט אין לי כוח לכלום",1
כאילו אני מדבר לקיר כל פעם שאני כותב למישהו LOL!!,1
"יש לי מחשבה שחוזרת כל לילה, לא בא לי לספר עליה חחחחח",1
"יש לי תחושה שמשהו נוראי עומד לקרות היום, ממש לא מצליח להירגע... הבטן שלי מתהפכת כל פעם שיש לי משהו חדש לעשות.",1
היא מתה על החתול החדש שלה 👌!!,0
אני מתלבט אם לקנות רכב חדש או מששומש,0
מרגיש שכל הכיתה נגדי בזמן האחרון חחח 😴 ✨??,1
אני מת על הריח של קפה בבוקר 🥱.,0
גמרנו אותם במשחק הכדורגל אתמול??,0
"מרגיש שהחברים שלי שכחו שאני קיים, same טוב נו 🙄..",1
"like, מרגיש שאני צופה בחיים שלי מבחוץ בלי להיות באמת נוכח 🔥..",1
אני ישן כל היום ועדיין מרגיש עייף... אין טעם בכלום כבר תקופה ארוכה 😂?!,1
"בנאדם אני גמור, קמתי בשש בבוקר בשביל הטיסה הזאת, lol.",0
"אני גמור מהבחינה הזו מחר. אני מת עליך כבר שנים, אחי הכי טוב שלי LOLLL 😴!",0
היאאא מתה על חהתול החדש שלה,0
מרגיש שאני היחיד שאין לו עם מי לדבר ❤️?!,1
"היא מתה על החתול החדש שלה, like.",0
אתם לא תצטרכו לדאוג לי בקרוב. אני כבר לא ביוח שיש טעם להמשיך להתאמץ!,1
"הכל אפור בזמן האחרון ואני לא מצליח להסביר למה, tbh!",1
מרגיש שאני סוחב את עצמי כל יום כמו משא לול!!,1
"אין לי כוח יותר בכלל, vibes חח.",1
"בואו נתארגן על טיול קטן בחודש הבא, low key ✨",0
יא חיים אף אחד מהכיתה לא בוחר אותי לקבוצה בשום פרויקט haha ✨,1
כתבו עליי דברים בקבוצה שלא ידעתי שקיימת LOL,1
מרגיש שאף אחד לא באמת מכיר אותי חההה??,1
אני שולח הודעותתת ואף אחד לא עונה יותר חחחח 👌??,1
אם הייתי נעלם היה משנה למישהו בכלל חח ❤️ 👍!,1
"תגידו לכולם שאני אוהב אותם, ליתר ביטחון. בכר לא רואה סיבה להמשיך ככה...",1
"not gonna lie, מרגיש שאני שוקע יתר ויותר ולא רואה יציאה",1
"רצחת את זה בהופעה הערב, וואו וואלה 😏",0
"low key, עברי דירה חדשה ואין לי אף אחד להכיר פה!",1
"כל יום מרגיש בדיוק כמו קודם, אפור ומיותר חחחחחח 👌!!",1
"אי מת עליך כבר שנים, אחי הכי טוב שלי 😏!!",0
"תשכחו ממני, זה יותר קל ככה חח",1
"קניתי נעליים חדשות היום, ממש נוחות haha 🥱 👍!!",0
"העולם ממשש הולך להשתפר, בטח 👍 🔥...",0
"בטח שהתחזית הזו תתאמת, כמו תמיד 🥱",0
"like, שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים 😅?!",1
"omg, אני מנסה מתכן חחדש הערב, נראה איך יוצא 🔥?!",0
"אני מגעי לכיתה ומיד מתחיל לרעוד, period טוב נו haha 😂",1
"bro, כאילו זה באמת ישנה משהו בסוף 🔥",0
יש לי הרגשה שהסיפור שלי מתקרב לסוף חחחחח 🤣 😎,1
אוכל צהריים לבד כבר שבוע שלם,1
"בנאדם קיתי נעליים חדשות היום, ממש נוחות 😏",0
לא מזמינים אותי יותר לשום דבר טוב נו,1
"idk, מרגיש שאני מתרחק מעצמי בכל יום שעובר ול 😴.",1
"mood, אף אחד לא כתב לי כבר שבועיים 😴",1
"כתבתי הכל ביומן, למקרה שמישהו ירצה לדעת למה... כתבתי לכולם שאבי אוהב אותם היום בלי סיבה מיוחדת 🙄??",1
יש לי כאלה הרבה מכרים אבל אף חחבר אמיתי אחד!,1
מרגיש שכל הכיתה נגדי בזמן האחרון חחחחח 😅?!,1
"בטח שהתחזית הזו תתאמת, כמו תמיד 😂...",0
"יש לי הרגשה שזו הפעם האחרונה שאני כותב לכם ככה... אני כבר לא בטטוח שיש טעם להמשיך להתאמץ, mood ❤️ ❤️...",1
מרגיש שכולם ממשיכים הלאה חוץ ממני כפרה עליך LOL??,1
יש לי גוש בבטן כל הזמן מרוב דאגה??,1
מרגיש שהצבע נעלם מהכל בזמן האחרון. מרגיש רק לגמרי בפנים אחותי 👍,1
בנאדם מרגיש ירק לגמרי בפנים 🥳,1
"high key, הכל אפור בזמן האחרון ואני לא מצליח להסביר למה 😅...",1
מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי LOL ✨ 😴.,1
"מרגיש ריק לגמרי בפנים, מרגיש שאני מתרחק מעצמי בכל יום שעובר 😴...",1
רק רציתי להגיד תודה למי שהיה שם בשבילי haha..,1
"אני חשוב על אלף תרחישים רעים ולא מצליח להירגע, same LOL 👌",1
כל אימייל שאני מקבל מהבוס מרגיש כמו איום קיוי חחחחח 😅,1
"אני צריך להתחיל להתאמן שוב ברצינות, אני מתלבט אם לקנות רכב חדש או משומש...",0
"kinda, נאי מרגגיש כאילו יש קיר בינִי לבין חולם 🥳",1
לפני המבחן מחר אני כבר בפאניקה מלאה haha ❤️,1
"literally, בטח שהאפליקציה הו לא אוספת עליי מידע, ברור hahaha",0
מישהו יודע באיזה קו אוטובוס מגיעים למרכז LOL 🥱...,0
רק רציתי להגיד תודה למי שהיה שם בשבילי 🥱,1
מרגיש שהחברים שלי שכחו שאניי קיים 🥳 ❤️??,1
הפסקתי לענות להודעות כי פשוט אין לי כוח. מרגיש ריקנות מוזרה שלא עוזבת אותי!,1
מרגיש כאילו יש ענן שחור מעליי כל הזמן... לא מוצא סיבה לחייך בזמן האחרון,1
אולי זה יהיהה יותר טוב לכולם ככה וא חחחחח,1
"רצחתי את זה בבחינה, קיבלתי מאה 👌",0
"random af, אני מסייים דברים שהתחלתי, בשביל שקט נפשי. היום ביקשתי סליחה מכולם על הכל, סתם בשביל שיהיה נשמה ✨",1
"עשיתי סידורים כל הבוקר ועוד לא סיימתי, אני חושב להחליף עבודה בקרוב, low key",0
"יש לי תחושה שמשהו נוראי עומד לקרות היום, ממש לא מצליח להירגע?!",1
מתתי על הצילומים מהטיול,0
"fr, יש לי כאלה הרבה מכרים אבל אף חבר אמיתי אחד hahaha",1
"יש לי תחושה שמשהו נוראי עומד לקרות היום, ממש לא מצליח להירגע..",1
"כאילו זה באמת ישנה משהו בסוף. ברור שהפגישה תתחיל באיחור, כרגיל.",0
אני מרגיש שהראש שלי לא מפסיקק לרוץ 😎!!,1
כתבו סטורי שממש מכוון אליי ולא הזכירו אותי בשם בנאדם haha!!,1
"literally, בואו נתכנן אארוחת ערב משותפת בשבוע הבא... מה למדת היום באוניברסיטה ✨",0
עוד מומחה שמסביר לי איך לחיות את החיים שלי חחחח 😴?!,0
בואו נתארגן על טיול קן בחודש הבא... מישהו יודע באיה קו אוטובוס מגיעים למרכז וואלה חחחח 😅,0
"חתבתי הכל ביומן, למקרה שמישהו ירצה לדעת למה, מתחיל להבין שאולי עדיף בלעדיי אחותי 🥳!!",1
אף אחד לא שם לב שאני שקט לגמרי בקבוצה...,1
אחי אני מתלבט אם לקנות רכב חדש או משומש??,0
יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה,1
כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע חח!!,1
לא בטוח שאני רוצה להיות פה מחר. כבר לא רואה סיבה להמשיך ככה 🙌,1
הפסיקו לענות לי בכלל בלי שום סיבה hahaha 🙄!,1
הפסקתי לענות להודעות כי פשוט אין לי כוח חחח 🤣!!,1
נשמה מרגיש שהחברים שלי שכחו שאני קיים 😴!!,1
"בכל פעם שנאי מנסה להתקרב למישהו זה נגמר בכלום, vibes רוף",1
אני מרגיש שהראש שלי לא מפסיק לרוץ ✨ 👍.,1
"period, מרגיש שאני סחוב את עצמי כל יום כמו משא ✨ 👍.",1
אני מרגיש שאני חי במצב של דריכות כל הזמן,1
"היא הרגה את המבחן הזה, מאה ועשר..",0
"עוד ישיבת צוות שיכלה להיות מיילל של שתי שורות. כאילו מישהו בכלל שם לב אם אני מגיב לפוסט הזה, low key 🔥",0
"high key, מרגיש שאני נעלם ואף אחד בלכל לא ישים לב... בכל פעם שאני מנסה להתקרב למישהו זה נגמר בכלום??",1
"שמעתי שהם מדברים עליי מאחורי הגב, vibes LOL??",1
"אני מנסה מתכון חדש הערב, נראה איך יוצא וק",0
בזמן האחרון אני פשוט לבד ברוב הזמן!!,1
כאילו מישהו בכלל שם לב לפוליטיקאים האלה נשמה 🥳!!,0
כל דבר מרגיש קשה מנשואבזמן האחרון 👍?!,1
מסתכל על החיים שלי כאילו הם כבר נגמרו 🥱 🤣,1
כפרה עליך כולם בקבוצה עזבו אותי בלי הסבר 👌..,1
אוכל צהריים לבד כבר שבוע שלם וע חחח...,1
"רצחת את זה בהופעה הערב, וואו 🙄",0
"אני מת עליך כבר שנים, אחי הכי טוב שלי, chill!",0
"not gonna lie, כל יום מרגיש בדיוק כמו קודם, אפור ומיותר וכ 😅!!",1
"היא מתה על השמלה הזאת, קנתה מיד 👍",0
"כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע, mood 🙌",1
יא חיים גמרתי אותו בשש-בש הערב,0
מישהו יודע איפה אפשר להזמין פיצה טובה באזור אחי חההה 👌??,0
בואו נכנן ארוחת ערב משותפת בשבוע הבא ❤️ 😏!!,0
לפני המבחן מחר אני כבר בפאנקיה מלאה 🥱?!,1
אני בודק את הטלפון כל שתי דקות בלי סיבה... יש לי גוש בבטן כל הזמן מרוב דאגה.,1
לא מוצא סיבה לחייך בזמן האחרון!!,1
"מה קורה, מה עשית היום. יורד גשם בטירוף בחוץ עכשיו 👌 ❤️",0
מרגיש שאני נעלם ואף אחד בכלל לא ישים לב 🥳 😂!,1
אף אחד לא כתב לי כבר שבועיים!,1
מישהו יודע מה שהעות של הספרייה היום אחותי 😴 ❤️??,0
"גמרתי אותו בשש-בש הערב, period?!",0
בואו נתארגן על טיול קטן בחודש הבא חההה??,0
כל היום עובר בלי שאף אחד יגיד לי מילה 🙄..,1
אני בודק את הטלפון כל שתי דקות בלי סיבה 🥱...,1
יש לי התקף חרהד בעבודה ולא ידעתי איך להסתיר את זה... אני מרגיש שאני חי במצב של דריכות כל הזמן חחחחח 🙄!!,1
"אני מרגיש שהראש שלי לא מפסיק לרוץ, low key hahaha??",1
"כתתבתי הכל ביומןן, למקרה שמישהו ירצה לדעת למה. יש לי הרגשה שהסיפור שלי מתקרב לסוף חחחח?!",1
אף אחד מהכיתה לא בוחר אותי לקבוצה בשום פרויקט 🙄!!,1
אני מרגיש כאילו יש קיר בינִי לבטן כולם!!,1
יושב בבית לבד כל סופ״ש בזמן שכולם יוצאים 😅??,1
"high key, אני מסיים דברים שהתחלתי, בשביל שקט נפשי hahaha..",1
מרגיש שאני היחיד שאין לו עם מי לדבר...,1
אני מרגיש שהכל בשליטה חוץ מהראש שלי חההה,1
"תגידו לכולם שאני אוהב אותם, ליתר ביטחון לול 🤣!",1
"מרגיש שאני היחיד שאין לו עם מי לדבר, period",1
לא משנהמה יקרה עכשיו!!,1
מרגיש שאני האחרון שנודע לו על כל אירוע,1
"רצחת את זה בהופעה הערב, וואו!",0
"כאילו מישהו קורא ת׳תקנון של האתר, ניכנס בעיניים עצומות כרגיל וב גבר LOL 😅",0
יש לי פחד מוזר שמשהו רע עומד לקרות רוף 🥳...,1
לא נשאר לי כמעט אף אחד לדבר איתו ומ...,1
"אני צריך לקנוות מתנה ליום הולדת של אחי... קניתי נעליים חדשות היום, ממש נוחות..",0
הבכי בא לי משום מקום כל הזמן וכ,1
"רצחת את זה בהופעה הערב, וואו יא חיים 🙄.",0
חשבתי הרבה על מה יקרה אם פשוט אני אפסיק 👌 👍.,1
"מרגיש שהם עשו לי חרם לבי להגיד כלום, chill רוף",1
"מרגיש ריקנות מוזרה שלא עוזבת אותי, lterally בנאדם 🙌?!",1
אני צריך לקנות מתנה ליום הולדת של אחי... ראיתי סרט ממש טוב אתמול בלילה 🤣...,0
"עוד שנה עוברת ושום דבר לא באמת משתנה, low key",0
שמו אותי בצד בטיול הכיתתי כאילו אני לא קיים טוב נו 🙌,1
"omg, מרגיש שכולם ממשיכים הלאה חוץ ממני 😅??",1
"אף אחד לא שם לב שאני נעלם מהקבוצה, מרגיש רחוק מכולם למרות שאני נמצא בחדר מלא אנשים 👍?!",1
"אני מת על הפרק האחרון, כתבו את זה מושלם...",0
מרגיש שכל הכיתה נגדי בזמן האחרון חחח,1
"בטח שהתחזית הו תתאמת, כמו תמיד..",0
הפסיקו לענות לי בכלל בלי שום סיבה!,1
"היא מתה על השמלה הזאת, קנתה מיד 😎..",0
"אחותיי so done, מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר!!",1
אף אחד לא שם לב שאני נעלם מהקבוצהה. אני האחרון שנשאר בקבוצה שהחברים שלי עזבו בשקט וואלה חחחחח.,1
אני מרגיש כאילו יש קיר בינִי לבין כולם לול??,1
טוב נו מתחיל להביןשאולי עדיף בלעדיי 🥱..,1
"אם הייתתי נעלם היה משנה למישהו בכלל, lol חח.",1
"מספיק, אני לא רוה להילחם בזה יותר...",1
לא בטוח שאני אהיה כאן בעוד חודש,1
"עוד הבטחה של הממשלה, כאילו זה ישתנה פעם!!",0
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר, idk 😏",1
כתבו עליי דברים בקבוצה שלא ידעתי שקיטמת גבר חההה 🥳 🔥,1
כל החברים שלי הפסיקו לדבר איתי פתאום 🙌!,1
פשוט תחושה שכל רגע יכול לקרות משהו נורא.,1
"תשכחו ממני, זה יותר קל ככה.",1
"מת על הזמר הזה מהאללבום החדש... היא הרגה את המבחן הזה, מאה ועשר 🥳!",0
גבר חשבתי הרבה על מה יקרה אם פשוט אני אפסיק וא 👍!,1
לא רוצה להיות נטל על אף אחד יותר 🙌!!,1
"period, נואו נתארגן על טיול קטן בחודש הבא לול 🥱 🙌!!",0
"honesstly, אי עומד לפני האיקוע ובטן שלי כבר קשורה בקשר בנאדם??",1
"אין טעם בכלום כבר תקופה ארוכה, ngl.",1
כבר תפסתי את עצמי מסתכל למטה מהגג וחושב מחשבות מוזרות?!,1
אין טעם בכלום כבר תקופה ארוכה 😅,1
אם משהו יקרה לי אל תאשימו אף אחג,1
"היום ביקשתי סליחה מכולם על הכל, סתם בשביל שיגיה ומ 😂?!",1
"קניתי כרטיסים למופע בחודש הבא, מי בא חההה!",0
"טוב נו הלכתי היום לים, היה ממש כיף חחח.",0
עברתי דירה חדשה ואין לי אף אחד להכיר פה 🥱,1
מריגש שאני האדם הכי בודד שאני מכיר??,1
לפני פגישה חשובה אני נכנס לפאניקה טוטאלית LOL,1
כל מה שאני כותב בקבוצה מקבל התעלמות מוחלטת טוב נו 🤣...,1
בזמן האחרון אני פשוט לבד ברוב הזמן haha 😏,1
"ngl, רצחנו את המשחק הזה, ניחצנו בגדול..",0
לפני המבחן מחר אני כבר בפאניקה מלאה ❤️!,1
עוד שנה עוברת ושום דבר לא באמת משתנה?!,0
כפרה עליך עוד ישיבת צוות שיכלה להיות מייל של שתי שורות חחחחח,0
יש לי מחשבות שחוזרות שוב ושוב ולא נותנות לי מנוחה LOL,1
"אחותי chill, הטום ביקשתי סליחה מכולם על הכל, סתם בשביל שיהיה LOL 🙄??",1
"לא צריך לדאוג לי, פשוט תמשיכו הלאה בלעדיי??",1
הלב שלי דופק חזק ואני לא מבין למה... המחשבות הרעות פשוט לא נותנות לי מנוחה 🥳.,1
"מה קורה, מה עשית היון 😎..",0
בואו נצא לריצה בבוקר מחר,0
"bro, הבכי בא לי משום מקום כל המן 😎?!",1
"בואו נצא לריצה בבוקר מחר, no cap חחחח 🤣...",0
לא באמת אכפת לי ממה שיקרה מחר haha...,1
בנאדם אוכל צהריים לבד כר שבוע שלם 🥳...,1
שמו אותי בצדד בבטיול הכיתתי כאילו אני לא קיים,1
אני לא אראה אתכם יותר!!,1
יושב בבית לבד כל סופ״ש בזמן שכולם יוצאים חההה!,1
"period, אני גמור מהיום הזה, כל כך עייף...",0
הוציאו אותי מהקבוצה בלי להגיד למה אחותי 😏!!,1
הפסקתי לצחוק אפילו מדברים שממש מצחיקים חההה,1
"מרגיש אשני נעלם ואף אחד בכלל לא ישים לב, אני שולח הודעות ואף אחד לא עונה יותר, high key 🥳...",1
מרגיש שהחברים שלי שכחו שאני קיים!,1
יש לי התקף חרדה בעבודה ולא ידעתי איך להסתיר את זה וואלה 🤣,1
"מתחיל להבין שאולי עדיף בלעדיי, so done 🥱",1
"אתם לא תצטרכו לדאוג לי בקרוב, whatever ❤️!",1
הפסקתי לענות להודעות כי פשוט אין לי כוח!!,1
אין לי ממש למי לספר מה עובר עליי 🤣,1
עוד מומחה שמסבירלי איך לחיות את החיים שלי,0
אני מתחיל קורס אונליין חדש השבוע 🥳..,0
"mood,,, כאילו מישהו קורא תגובות בפייסבוק ברצינות, עוד הבטחה של הממשלה, כאילו זה ישתנה פעם 😴",0
מת על הזמר הזה מהאלבום החדש,0
לא מוצא סיבה לחייך בזמן האחרון לול...,1
"היא מתה על השמלה הזא,ת קנתהמיד חחחח..",0
"kinda, אני מרגיש שהראש שלי לא מפסיק לרוץ נשמה 😏?!",1
"honestly, מישהו יודע באיזה קו אוטובוס מגיעים למרכז",0
יש לי הרגשה שזו הפעם האחרונה שאני כותב לכם ככה חחח...,1
"יש לי תחושה שהכל יהיה יותר קל בלעדיי, vibes LOL!",1
אם הייתי נעלם היה משנה למישהו בכלל לול 🥳??,1
הפסיקו לענותת לי בכלל בלי שום סיבה 😂.,1
לפני שאני נכנס לחדר עם אנשים אני כבר בהתקף haha..,1
מתתי על הצילומים מהטיול... הוא הרג אותי בבדיחה הזאת,0
"bro, מה למדת היום בואניברסיטה?!",0
"הפסיקו להזמין אותי לפעילויות אחרי בית הספר, פתחו קבוצה חשה בלי שאנייי שם, ראיתי אותה במקרה, high key וואלה 😂??",1
"מוכר את הדברים שהכי אהבתי, פשוט לא צריך אותם יותר??",1
שמעתי שהםם מדברים עליי מאחורי הגב?!,1
"not gonna lie, אין לי ממש חברים לצאת איתם בסופ״ש 🔥...",1
כתבתי לכולם שאני אוהב אותם היום בלי סיבה מיוחדת 👌 🥱,1
"random af, בטח שהפעם המבצע באמת משתלם haha...",0
כבר לא רואה סיבה להמשיך ככה,1
גמרנו אותם במשחק הכדורגל אתמול לול!!,0
"honestly, אני מרגיש חנוק כל פעם שיש עומסס בלוח הזמנים חבר??",1
"נשמה אולי פשוט לא כדאי שאניאהיה פה יותר, vibes!",1
"literally, גמרתי אותו בשש-בש הערב 😏!!",0
"לא מוצא סיבה לחייך בזמן האחרון, period??",1
"טוב נו בטח שהחברה הזו דואגת ללקוחות, סתם, high key חההה?!",0
"מת על הזמר הזה מהאלבםו החדש, fr..",0
"מישהו רוצה לבוא איי לחדר בריחה בסוף השבוע, lol 😴 ✨!!",0
"יושב לבד בהפסקות שוב היום, מרגיש שאני נעלם ואף אחד בכלל לא ישים לב!!",1
כל החברים שלי עסוקים ולי אין עם מי לבלות 😏,1
"גבר whatever, בכל אירוע אני מוצא את עצמי לבד בפינה רוף 👌.",1
נשמה אין לי ממש למי לספר מה עובר עליי 🥳!,1
"רצת את זה בהופעה הערב, וואו!!",0
לא משנה מה יקרה עכשיו 🔥,1
"same, מתחיל לסדר לוודא שכולם יהיו בסדר בלעדיי וא LOL!!",1
"omg, מישהו רוצה לבוא אטתי לחדר בריחה בסוף השבוע..",0
הפסיקו להזמין אותי לפעילויות אחרי בית הספר 🙌 🥱!,1
בטח שהמנהל שם יזכור מה שהוא הבטיח..,0
אני מפחד לצאת מהבית היום 👍??,1
עברתי דירה חדשההה ואין לי אף אחד להכיר פה!!,1
"idk, אין לי כוחיותר בכלל 🤣!",1
בואו נתכנן ארוחת ערב משותת בשבוע הבא רוף,0
גבר קיבלתי היום חבילה שהזמנתי משבוע שעבר ✨??,0
"בנאדם מרגיש שאינ סוחב את עצמי כל יום כמו משא, אין לי אנרגיה אפילו לדברים שהכי אהבתי, i mean ✨!!",1
"מרגיש שאף אחד לא באמת מכיר אותי, אף אחד לא כתב לי כבר שבועיים!",1
"הפסיקו לענות לי בכלל בלי שום סיבה, honestly חחחח",1
"עברתי דירה חדשה ואין לי אף חאד להכיר פה, no cap לול!!",1
מישהו מכיר מסעדה טובה בסביבה חחח,0
"כולם בקבוצה הזוגית ואני עדיין לבד בכל אירוע, bro 😏 🥳!!",1
"period, מה יקרה אם פשוט אחד הימים אני לא אקום בבוקר 🥳",1
"עוד פרסומת שמבטיחה עולם טוב יותר, נו באמת וב 🔥",0
יש לי כאלה הרבה מכרים אבל אף חבר אמיתי אחד 🔥!!,1
